Order #,Service,Was package delivered,Cost to deliver
5040,UPS Ground,1,11.03
5041,UPS SurePost,1,13.24
5042,UPS SurePost,1,8.41
5043,UPS SurePost,1,9.79
5044,UPS SurePost,1,8.04
5045,UPS SurePost,1,7.31
5046,UPS Ground,1,8.83
5047,UPS SurePost,1,5.39
5048,UPS SurePost,1,11.34
5049,UPS SurePost,1,5.14
5050,UPS Ground,0,9.54
5051,UPS SurePost,1,6.96
5052,UPS Ground,1,8.47
5053,UPS SurePost,1,11.38
5054,UPS SurePost,1,9.35
5055,UPS Ground,1,8.33
5056,UPS SurePost,1,7.98
5057,UPS Ground,1,8.67
5058,UPS Ground,1,9.92
5059,UPS Ground,1,10.3
5060,UPS SurePost,1,12.28
5061,UPS SurePost,1,5.68
5062,UPS SurePost,1,8.94
5063,UPS Ground,1,9.45
5064,UPS SurePost,1,10.64
5065,UPS Ground,1,10.61
5066,UPS SurePost,1,10.02
5067,UPS Ground,1,10.6
5068,UPS Ground,1,8.39
5069,UPS Ground,1,12.1
5070,UPS SurePost,1,10.38
5071,UPS Ground,1,11.59
5072,UPS Ground,1,12.19
5073,UPS Ground,1,10.72
5074,UPS Ground,1,12.57
5075,UPS Ground,0,10.65
5076,UPS Ground,1,9.62
5077,UPS SurePost,1,8.99
5078,UPS SurePost,1,8.96
5079,UPS Ground,1,9.1
5080,UPS SurePost,0,11.83
5081,UPS SurePost,1,9.51
5082,UPS Ground,1,10.16
5083,UPS Ground,1,10.67
5084,UPS Ground,1,15.16
5085,UPS SurePost,1,7.04
5086,UPS Ground,1,8.54
5087,UPS SurePost,1,6.61
5088,UPS Ground,1,9.6
5089,UPS SurePost,1,9.43
5090,UPS Ground,1,9.19
5091,UPS Ground,1,9.07
5092,UPS SurePost,1,9.25
5093,UPS SurePost,1,8.13
5094,UPS SurePost,1,9.54
5095,UPS SurePost,1,10.93
5096,UPS SurePost,1,10.17
5097,UPS SurePost,1,10.53
5098,UPS Ground,1,11.88
5099,UPS SurePost,1,9.49
5100,UPS Ground,1,9.73
5101,UPS Ground,0,8.66
5102,UPS SurePost,1,8.32
5103,UPS Ground,0,9.09
5104,UPS SurePost,1,10.27
5105,UPS SurePost,1,9.6
5106,UPS Ground,1,11.21
5107,UPS Ground,1,7.99
5108,UPS SurePost,1,11.48
5109,UPS SurePost,1,8.26
5110,UPS Ground,1,8.09
5111,UPS Ground,1,9.24
5112,UPS Ground,1,14.3
5113,UPS Ground,1,9.33
5114,UPS SurePost,1,8.44
5115,UPS SurePost,1,8.67
5116,UPS SurePost,1,8.74
5117,UPS SurePost,1,7.65
5118,UPS Ground,1,10.25
5119,UPS Ground,1,11.86
5120,UPS SurePost,1,9.54
5121,UPS SurePost,1,7.08
5122,UPS SurePost,1,8.4
5123,UPS SurePost,1,8.04
5124,UPS SurePost,1,9.09
5125,UPS SurePost,1,11.3
5126,UPS SurePost,1,8.74
5127,UPS SurePost,1,8.85
5128,UPS SurePost,1,12.08
5129,UPS Ground,1,11.52
5130,UPS SurePost,1,9.99
5131,UPS Ground,0,13.39
5132,UPS Ground,1,10.85
5133,UPS SurePost,1,5.56
5134,UPS SurePost,1,10.44
5135,UPS Ground,1,7.24
5136,UPS Ground,1,10.78
5137,UPS SurePost,1,6.03
5138,UPS Ground,1,9.19
5139,UPS SurePost,1,8.37
5140,UPS SurePost,1,7.67
5141,UPS SurePost,1,8.4
5142,UPS Ground,1,11.79
5143,UPS Ground,1,8.76
5144,UPS SurePost,1,9.94
5145,UPS Ground,1,8.33
5146,UPS Ground,1,9.67
5147,UPS Ground,1,10.56
5148,UPS Ground,1,8.27
5149,UPS Ground,1,7.73
5150,UPS Ground,1,10.85
5151,UPS Ground,1,11.95
5152,UPS SurePost,1,8.86
5153,UPS Ground,1,9.21
5154,UPS Ground,1,10.27
5155,UPS Ground,1,10.1
5156,UPS Ground,1,10.42
5157,UPS Ground,1,5.62
5158,UPS Ground,1,8.15
5159,UPS Ground,1,8.54
5160,UPS Ground,1,10.26
5161,UPS SurePost,1,9.32
5162,UPS Ground,1,11.1
5163,UPS Ground,1,10.45
5164,UPS Ground,1,7.75
5165,UPS Ground,1,12.51
5166,UPS SurePost,1,11.2
5167,UPS SurePost,1,6.82
5168,UPS SurePost,1,9.58
5169,UPS SurePost,1,7.97
5170,UPS SurePost,1,9.24
5171,UPS SurePost,1,10.82
5172,UPS SurePost,1,12.69
5173,UPS SurePost,1,10.3
5174,UPS SurePost,1,9.51
5175,UPS SurePost,1,8.41
5176,UPS SurePost,1,9.32
5177,UPS SurePost,1,11.36
5178,UPS SurePost,1,8.92
5179,UPS SurePost,1,7.47
5180,UPS SurePost,1,6.19
5181,UPS SurePost,1,9.89
5182,UPS Ground,1,10.43
5183,UPS SurePost,1,7.88
5184,UPS Ground,1,11.78
5185,UPS SurePost,1,8.27
5186,UPS SurePost,1,8.77
5187,UPS Ground,1,9.97
5188,UPS SurePost,1,8.39
5189,UPS Ground,1,10.41
5190,UPS Ground,1,11.99
5191,UPS Ground,1,8.02
5192,UPS SurePost,1,9.85
5193,UPS SurePost,1,9.3
5194,UPS SurePost,1,9.27
5195,UPS Ground,1,11.51
5196,UPS Ground,1,10.09
5197,UPS SurePost,1,9.83
5198,UPS SurePost,1,10.24
5199,UPS SurePost,1,8.13
5200,UPS SurePost,1,9.52
5201,UPS SurePost,1,8.57
5202,UPS Ground,1,9.77
5203,UPS Ground,1,9.44
5204,UPS Ground,1,10.82
5205,UPS SurePost,1,9.14
5206,UPS Ground,1,10.68
5207,UPS Ground,1,9.97
5208,UPS Ground,1,7.22
5209,UPS Ground,1,10.05
5210,UPS Ground,1,10.11
5211,UPS SurePost,0,9.42
5212,UPS Ground,1,8.97
5213,UPS SurePost,1,6.93
5214,UPS SurePost,1,10.08
5215,UPS SurePost,1,8.53
5216,UPS SurePost,1,9.3
5217,UPS SurePost,1,8.51
5218,UPS Ground,1,9.99
5219,UPS Ground,1,9.22
5220,UPS SurePost,1,7.32
5221,UPS SurePost,1,9.82
5222,UPS SurePost,1,7.96
5223,UPS Ground,0,10.28
5224,UPS SurePost,1,9.71
5225,UPS Ground,1,8.98
5226,UPS SurePost,1,6.91
5227,UPS Ground,1,14.2
5228,UPS SurePost,1,8.09
5229,UPS Ground,1,11.08
5230,UPS SurePost,1,12.36
5231,UPS Ground,1,11.37
5232,UPS Ground,1,9.48
5233,UPS Ground,1,9.88
5234,UPS Ground,1,8.56
5235,UPS Ground,1,11.53
5236,UPS Ground,1,10.98
5237,UPS Ground,1,9.11
5238,UPS SurePost,1,7.19
5239,UPS SurePost,1,6.71
5240,UPS SurePost,1,10.71
5241,UPS SurePost,1,9.21
5242,UPS SurePost,1,9.37
5243,UPS Ground,1,8.57
5244,UPS Ground,1,7.47
5245,UPS Ground,1,11.67
5246,UPS Ground,0,10.07
5247,UPS Ground,1,11.57
5248,UPS SurePost,1,8.33
5249,UPS SurePost,0,8.59
5250,UPS SurePost,1,10.24
5251,UPS SurePost,1,10.27
5252,UPS Ground,1,11.38
5253,UPS Ground,1,9.49
5254,UPS Ground,1,11.06
5255,UPS SurePost,1,10.92
5256,UPS Ground,1,9.82
5257,UPS SurePost,1,8.11
5258,UPS Ground,1,12.33
5259,UPS Ground,1,8.87
5260,UPS SurePost,1,10.09
5261,UPS Ground,1,9.9
5262,UPS Ground,1,6.81
5263,UPS SurePost,1,10.95
5264,UPS Ground,1,5.22
5265,UPS SurePost,1,5.56
5266,UPS Ground,1,10.91
5267,UPS Ground,1,10.91
5268,UPS Ground,1,8.9
5269,UPS Ground,1,10.26
5270,UPS Ground,1,5.62
5271,UPS Ground,1,11.22
5272,UPS Ground,1,10.43
5273,UPS Ground,0,9.92
5274,UPS SurePost,1,9.04
5275,UPS SurePost,1,9.85
5276,UPS Ground,1,9.95
5277,UPS Ground,1,6.75
5278,UPS SurePost,1,12.8
5279,UPS Ground,1,12.08
5280,UPS Ground,1,7.77
5281,UPS SurePost,1,8.4
5282,UPS Ground,1,9.59
5283,UPS Ground,1,11.87
5284,UPS SurePost,1,5.26
5285,UPS Ground,1,9.14
5286,UPS Ground,1,6.95
5287,UPS SurePost,1,8.51
5288,UPS Ground,1,9.18
5289,UPS SurePost,1,9.14
5290,UPS Ground,1,8.95
5291,UPS Ground,1,8.7
5292,UPS SurePost,1,10.07
5293,UPS SurePost,1,9.79
5294,UPS Ground,1,10.96
5295,UPS SurePost,1,8.69
5296,UPS SurePost,0,8.01
5297,UPS Ground,1,9.79
5298,UPS Ground,1,10.87
5299,UPS Ground,1,6.23
5300,UPS SurePost,1,9.68
5301,UPS SurePost,1,9.54
5302,UPS SurePost,1,9.11
5303,UPS SurePost,1,8.74
5304,UPS Ground,0,5.56
5305,UPS SurePost,1,8.24
5306,UPS Ground,1,13.1
5307,UPS SurePost,1,9.02
5308,UPS Ground,1,9.47
5309,UPS Ground,1,10.03
5310,UPS Ground,1,10.61
5311,UPS SurePost,0,10.14
5312,UPS Ground,1,9.6
5313,UPS Ground,0,10.74
5314,UPS SurePost,1,11.9
5315,UPS Ground,1,11.74
5316,UPS SurePost,1,13.05
5317,UPS SurePost,1,7.86
5318,UPS Ground,1,12.9
5319,UPS Ground,1,8.63
5320,UPS SurePost,1,9.61
5321,UPS Ground,1,11.27
5322,UPS SurePost,1,8.12
5323,UPS SurePost,0,9.15
5324,UPS SurePost,1,10.58
5325,UPS Ground,1,8.77
5326,UPS SurePost,1,11.89
5327,UPS Ground,1,7.6
5328,UPS Ground,1,13.36
5329,UPS Ground,1,11.73
5330,UPS Ground,1,9.84
5331,UPS SurePost,1,8.3
5332,UPS Ground,1,9.12
5333,UPS SurePost,1,8.76
5334,UPS SurePost,1,8.92
5335,UPS Ground,1,12.17
5336,UPS SurePost,1,12.41
5337,UPS SurePost,1,9.35
5338,UPS Ground,1,8.54
5339,UPS SurePost,1,8.05
5340,UPS SurePost,1,8.68
5341,UPS SurePost,1,7.22
5342,UPS SurePost,1,6.96
5343,UPS Ground,1,13.63
5344,UPS SurePost,1,9.52
5345,UPS SurePost,1,7.56
5346,UPS SurePost,1,10.41
5347,UPS SurePost,1,6.96
5348,UPS Ground,1,8.1
5349,UPS SurePost,1,7.61
5350,UPS Ground,1,12.87
5351,UPS SurePost,1,8.56
5352,UPS Ground,1,5.77
5353,UPS Ground,1,12.1
5354,UPS Ground,1,9.47
5355,UPS Ground,1,6.8
5356,UPS Ground,1,9.45
5357,UPS SurePost,1,9.9
5358,UPS SurePost,1,9.7
5359,UPS SurePost,1,12.11
5360,UPS Ground,1,8.52
5361,UPS SurePost,1,9.08
5362,UPS Ground,1,8.79
5363,UPS Ground,0,7.33
5364,UPS SurePost,1,10.53
5365,UPS SurePost,1,9.8
5366,UPS Ground,1,10.49
5367,UPS Ground,1,10.74
5368,UPS SurePost,1,7.81
5369,UPS SurePost,1,7.26
5370,UPS SurePost,1,9.07
5371,UPS SurePost,1,11.01
5372,UPS Ground,1,12.79
5373,UPS SurePost,1,10.38
5374,UPS SurePost,1,9.05
5375,UPS SurePost,0,9.47
5376,UPS Ground,1,10.02
5377,UPS Ground,1,8.22
5378,UPS Ground,1,10.04
5379,UPS Ground,1,7.69
5380,UPS SurePost,1,8.79
5381,UPS Ground,1,12.83
5382,UPS SurePost,1,10.43
5383,UPS SurePost,1,7.4
5384,UPS SurePost,1,8.87
5385,UPS SurePost,1,7.55
5386,UPS Ground,1,9.89
5387,UPS Ground,1,11.8
5388,UPS Ground,0,11.13
5389,UPS SurePost,1,13.3
5390,UPS SurePost,1,11.07
5391,UPS SurePost,1,9.35
5392,UPS SurePost,1,10.17
5393,UPS SurePost,1,8.65
5394,UPS Ground,1,8.05
5395,UPS SurePost,1,11.26
5396,UPS Ground,1,11.75
5397,UPS SurePost,1,8.58
5398,UPS SurePost,1,9.47
5399,UPS Ground,1,12.15
5400,UPS Ground,1,11.47
5401,UPS SurePost,1,6.47
5402,UPS SurePost,1,9.42
5403,UPS SurePost,1,8.71
5404,UPS SurePost,1,10.93
5405,UPS Ground,0,11.79
5406,UPS SurePost,1,11.28
5407,UPS Ground,1,8.06
5408,UPS SurePost,1,7.64
5409,UPS Ground,1,11.93
5410,UPS Ground,1,8.98
5411,UPS SurePost,1,6.36
5412,UPS Ground,1,10.92
5413,UPS SurePost,1,8.05
5414,UPS Ground,1,13.1
5415,UPS SurePost,1,9.51
5416,UPS Ground,1,10.28
5417,UPS SurePost,1,8.36
5418,UPS SurePost,1,11.76
5419,UPS Ground,1,10.62
5420,UPS Ground,1,9.29
5421,UPS Ground,1,8.62
5422,UPS Ground,1,9.87
5423,UPS SurePost,1,7.31
5424,UPS Ground,1,11.78
5425,UPS SurePost,1,5.87
5426,UPS Ground,1,9.76
5427,UPS SurePost,1,10.06
5428,UPS SurePost,1,9.59
5429,UPS SurePost,1,7.76
5430,UPS SurePost,1,10.14
5431,UPS Ground,1,8.47
5432,UPS Ground,1,9.96
5433,UPS SurePost,1,10.13
5434,UPS Ground,1,10.8
5435,UPS Ground,1,8.83
5436,UPS SurePost,1,11.07
5437,UPS Ground,1,10.15
5438,UPS Ground,1,11.29
5439,UPS Ground,1,12.65
5440,UPS SurePost,1,10.94
5441,UPS Ground,1,11.94
5442,UPS SurePost,1,9.33
5443,UPS Ground,1,11.38
5444,UPS Ground,0,10.37
5445,UPS Ground,1,7.91
5446,UPS SurePost,1,9.52
5447,UPS SurePost,1,9.44
5448,UPS Ground,1,11.01
5449,UPS SurePost,1,8.78
5450,UPS Ground,0,8.68
5451,UPS SurePost,1,10.14
5452,UPS SurePost,0,6.73
5453,UPS Ground,1,12.53
5454,UPS Ground,1,9.6
5455,UPS Ground,1,10.43
5456,UPS Ground,1,10.97
5457,UPS SurePost,1,10.02
5458,UPS SurePost,1,6.56
5459,UPS SurePost,1,10.43
5460,UPS Ground,1,10.53
5461,UPS Ground,1,8.9
5462,UPS SurePost,1,7.7
5463,UPS Ground,0,9.42
5464,UPS SurePost,1,6.75
5465,UPS SurePost,1,11.98
5466,UPS SurePost,1,11.57
5467,UPS SurePost,1,9.78
5468,UPS SurePost,1,8.61
5469,UPS Ground,1,9.66
5470,UPS Ground,1,11.31
5471,UPS Ground,1,13.04
5472,UPS SurePost,1,8.01
5473,UPS SurePost,1,7.06
5474,UPS SurePost,1,11.68
5475,UPS SurePost,1,5.9
5476,UPS Ground,1,8.25
5477,UPS Ground,1,9.57
5478,UPS SurePost,1,6.3
5479,UPS SurePost,1,10.93
5480,UPS SurePost,1,10.48
5481,UPS Ground,1,9.0
5482,UPS Ground,1,12.22
5483,UPS Ground,1,12.51
5484,UPS SurePost,1,8.8
5485,UPS SurePost,1,8.22
5486,UPS Ground,1,13.91
5487,UPS SurePost,1,10.25
5488,UPS Ground,1,10.44
5489,UPS SurePost,1,11.36
5490,UPS Ground,1,10.52
5491,UPS SurePost,1,8.12
5492,UPS Ground,1,10.14
5493,UPS Ground,1,11.8
5494,UPS Ground,1,6.55
5495,UPS Ground,1,9.5
5496,UPS Ground,1,12.4
5497,UPS Ground,1,9.11
5498,UPS SurePost,1,11.68
5499,UPS SurePost,1,11.45
5500,UPS SurePost,1,8.89
5501,UPS Ground,1,9.02
5502,UPS Ground,1,9.5
5503,UPS SurePost,1,13.62
5504,UPS Ground,1,13.25
5505,UPS Ground,1,10.22
5506,UPS Ground,1,8.95
5507,UPS Ground,1,10.2
5508,UPS Ground,1,10.42
5509,UPS SurePost,1,6.85
5510,UPS SurePost,1,9.14
5511,UPS SurePost,1,11.29
5512,UPS SurePost,1,5.88
5513,UPS SurePost,1,10.43
5514,UPS Ground,1,12.38
5515,UPS Ground,1,9.03
5516,UPS Ground,1,12.93
5517,UPS Ground,1,8.8
5518,UPS SurePost,1,9.76
5519,UPS SurePost,1,8.47
5520,UPS SurePost,1,8.47
5521,UPS Ground,1,8.93
5522,UPS SurePost,1,10.21
5523,UPS Ground,1,11.47
5524,UPS SurePost,1,8.89
5525,UPS SurePost,1,6.64
5526,UPS Ground,1,10.7
5527,UPS Ground,1,10.73
5528,UPS SurePost,1,8.62
5529,UPS SurePost,1,12.23
5530,UPS Ground,1,7.29
5531,UPS SurePost,1,5.16
5532,UPS SurePost,1,7.73
5533,UPS Ground,0,11.23
5534,UPS SurePost,1,7.17
5535,UPS Ground,1,8.3
5536,UPS SurePost,1,10.65
5537,UPS Ground,1,10.8
5538,UPS SurePost,1,9.65
5539,UPS Ground,1,11.35
5540,UPS SurePost,1,8.26
5541,UPS Ground,1,9.34
5542,UPS SurePost,1,10.4
5543,UPS SurePost,1,6.67
5544,UPS SurePost,1,5.29
5545,UPS SurePost,1,8.25
5546,UPS SurePost,1,10.61
5547,UPS SurePost,0,9.44
5548,UPS SurePost,1,10.48
5549,UPS SurePost,1,5.51
5550,UPS SurePost,1,9.55
5551,UPS Ground,1,11.13
5552,UPS Ground,1,7.66
5553,UPS SurePost,1,10.49
5554,UPS Ground,1,9.81
5555,UPS SurePost,1,14.32
5556,UPS SurePost,1,5.23
5557,UPS Ground,1,12.37
5558,UPS SurePost,1,8.32
5559,UPS SurePost,1,6.2
5560,UPS Ground,0,9.09
5561,UPS Ground,1,10.48
5562,UPS SurePost,0,10.8
5563,UPS Ground,1,12.98
5564,UPS Ground,1,12.46
5565,UPS SurePost,1,7.33
5566,UPS Ground,1,11.96
5567,UPS Ground,1,10.68
5568,UPS SurePost,1,7.87
5569,UPS Ground,1,9.63
5570,UPS Ground,1,8.77
5571,UPS SurePost,1,9.06
5572,UPS SurePost,1,7.74
5573,UPS SurePost,1,7.22
5574,UPS Ground,1,10.83
5575,UPS SurePost,1,10.09
5576,UPS SurePost,1,8.68
5577,UPS Ground,0,12.37
5578,UPS SurePost,1,8.55
5579,UPS SurePost,1,8.48
5580,UPS SurePost,1,10.14
5581,UPS SurePost,1,8.77
5582,UPS Ground,0,10.15
5583,UPS SurePost,1,4.63
5584,UPS SurePost,1,9.03
5585,UPS Ground,1,6.84
5586,UPS SurePost,1,6.89
5587,UPS Ground,1,7.69
5588,UPS Ground,1,8.19
5589,UPS Ground,1,9.05
5590,UPS SurePost,1,8.16
5591,UPS Ground,1,11.15
5592,UPS Ground,1,10.39
5593,UPS Ground,1,6.71
5594,UPS SurePost,1,9.14
5595,UPS SurePost,1,9.55
5596,UPS SurePost,1,8.43
5597,UPS SurePost,1,8.89
5598,UPS SurePost,1,9.33
5599,UPS SurePost,1,10.32
5600,UPS SurePost,1,6.27
5601,UPS Ground,1,9.58
5602,UPS Ground,1,12.61
5603,UPS Ground,1,12.45
5604,UPS Ground,1,11.47
5605,UPS SurePost,1,9.93
5606,UPS Ground,1,12.87
5607,UPS Ground,1,13.32
5608,UPS Ground,1,9.78
5609,UPS Ground,1,8.32
5610,UPS SurePost,1,8.53
5611,UPS SurePost,1,14.36
5612,UPS SurePost,1,6.28
5613,UPS Ground,1,9.19
5614,UPS SurePost,1,6.55
5615,UPS Ground,1,10.22
5616,UPS SurePost,1,6.92
5617,UPS SurePost,1,8.81
5618,UPS SurePost,1,5.62
5619,UPS SurePost,1,10.07
5620,UPS SurePost,1,11.12
5621,UPS Ground,1,9.33
5622,UPS SurePost,1,8.77
5623,UPS Ground,1,9.72
5624,UPS Ground,1,10.31
5625,UPS Ground,0,9.93
5626,UPS Ground,1,11.33
5627,UPS Ground,1,12.14
5628,UPS SurePost,1,7.59
5629,UPS SurePost,1,8.46
5630,UPS SurePost,1,10.56
5631,UPS SurePost,1,6.54
5632,UPS Ground,1,6.59
5633,UPS SurePost,1,9.39
5634,UPS SurePost,1,9.86
5635,UPS Ground,1,8.75
5636,UPS Ground,0,9.0
5637,UPS SurePost,1,7.68
5638,UPS SurePost,1,7.5
5639,UPS Ground,1,11.2
5640,UPS SurePost,1,6.96
5641,UPS SurePost,1,8.54
5642,UPS SurePost,1,7.43
5643,UPS SurePost,1,6.48
5644,UPS Ground,1,11.51
5645,UPS Ground,1,9.1
5646,UPS Ground,1,10.33
5647,UPS SurePost,1,6.39
5648,UPS SurePost,1,7.71
5649,UPS SurePost,0,10.31
5650,UPS SurePost,1,13.48
5651,UPS SurePost,1,5.58
5652,UPS Ground,1,9.65
5653,UPS SurePost,1,9.71
5654,UPS SurePost,1,7.93
5655,UPS Ground,1,11.47
5656,UPS SurePost,1,7.5
5657,UPS Ground,1,10.27
5658,UPS Ground,1,9.1
5659,UPS Ground,1,12.11
5660,UPS Ground,1,8.83
5661,UPS Ground,1,9.39
5662,UPS SurePost,1,10.64
5663,UPS Ground,1,8.22
5664,UPS Ground,1,10.12
5665,UPS SurePost,1,5.84
5666,UPS SurePost,1,7.12
5667,UPS Ground,1,10.66
5668,UPS SurePost,1,7.28
5669,UPS SurePost,1,8.06
5670,UPS Ground,1,10.85
5671,UPS Ground,1,9.0
5672,UPS SurePost,1,10.43
5673,UPS Ground,1,10.37
5674,UPS Ground,1,10.75
5675,UPS SurePost,1,11.15
5676,UPS Ground,1,10.55
5677,UPS Ground,1,12.67
5678,UPS Ground,1,11.58
5679,UPS Ground,1,9.09
5680,UPS Ground,1,12.24
5681,UPS SurePost,1,9.46
5682,UPS SurePost,0,8.32
5683,UPS Ground,1,10.48
5684,UPS SurePost,1,10.93
5685,UPS Ground,1,10.79
5686,UPS Ground,1,13.16
5687,UPS Ground,1,11.88
5688,UPS Ground,1,10.91
5689,UPS Ground,1,8.22
5690,UPS SurePost,1,8.69
5691,UPS SurePost,1,9.12
5692,UPS Ground,1,11.21
5693,UPS SurePost,0,10.1
5694,UPS Ground,1,10.29
5695,UPS SurePost,1,9.21
5696,UPS Ground,1,11.25
5697,UPS SurePost,0,7.51
5698,UPS Ground,1,12.94
5699,UPS Ground,1,6.45
5700,UPS SurePost,1,11.52
5701,UPS SurePost,1,8.92
5702,UPS Ground,1,11.74
5703,UPS SurePost,1,9.63
5704,UPS Ground,0,10.6
5705,UPS SurePost,1,9.96
5706,UPS SurePost,1,10.4
5707,UPS Ground,1,9.43
5708,UPS SurePost,1,10.79
5709,UPS SurePost,1,7.12
5710,UPS Ground,1,9.99
5711,UPS SurePost,1,10.45
5712,UPS Ground,1,11.72
5713,UPS Ground,1,10.8
5714,UPS Ground,1,9.32
5715,UPS Ground,0,11.55
5716,UPS Ground,1,8.84
5717,UPS SurePost,1,12.03
5718,UPS Ground,1,9.85
5719,UPS Ground,1,7.33
5720,UPS SurePost,1,6.93
5721,UPS SurePost,1,9.08
5722,UPS SurePost,1,9.24
5723,UPS Ground,1,13.41
5724,UPS Ground,1,8.2
5725,UPS Ground,1,10.07
5726,UPS SurePost,1,7.17
5727,UPS Ground,1,9.15
5728,UPS SurePost,1,11.92
5729,UPS Ground,1,8.03
5730,UPS SurePost,1,10.02
5731,UPS Ground,1,10.68
5732,UPS Ground,1,9.96
5733,UPS Ground,1,10.9
5734,UPS SurePost,1,6.99
5735,UPS SurePost,1,11.87
5736,UPS Ground,1,13.33
5737,UPS Ground,1,10.08
5738,UPS Ground,1,14.2
5739,UPS SurePost,1,8.31
5740,UPS Ground,1,10.69
5741,UPS Ground,1,12.48
5742,UPS Ground,1,9.2
5743,UPS Ground,1,7.61
5744,UPS SurePost,1,6.21
5745,UPS SurePost,1,12.57
5746,UPS Ground,1,9.08
5747,UPS Ground,1,9.68
5748,UPS SurePost,1,7.07
5749,UPS SurePost,1,10.64
5750,UPS Ground,1,8.65
5751,UPS SurePost,1,8.15
5752,UPS SurePost,1,9.52
5753,UPS Ground,1,8.16
5754,UPS SurePost,1,8.69
5755,UPS SurePost,1,11.43
5756,UPS Ground,1,10.74
5757,UPS Ground,1,10.23
5758,UPS SurePost,1,9.37
5759,UPS Ground,1,9.33
5760,UPS SurePost,1,12.46
5761,UPS Ground,1,8.59
5762,UPS SurePost,1,9.37
5763,UPS Ground,1,10.2
5764,UPS SurePost,1,10.75
5765,UPS SurePost,1,10.91
5766,UPS SurePost,1,8.94
5767,UPS Ground,1,10.5
5768,UPS Ground,1,10.57
5769,UPS SurePost,1,5.06
5770,UPS SurePost,1,6.25
5771,UPS Ground,1,8.95
5772,UPS Ground,1,9.03
5773,UPS Ground,1,7.92
5774,UPS Ground,1,11.3
5775,UPS Ground,1,10.0
5776,UPS Ground,1,9.63
5777,UPS SurePost,1,6.82
5778,UPS Ground,1,9.92
5779,UPS SurePost,1,4.45
5780,UPS Ground,1,9.72
5781,UPS Ground,0,10.11
5782,UPS SurePost,1,9.42
5783,UPS SurePost,1,6.29
5784,UPS Ground,1,10.39
5785,UPS SurePost,1,7.2
5786,UPS SurePost,1,7.59
5787,UPS SurePost,1,10.24
5788,UPS SurePost,1,12.49
5789,UPS Ground,1,10.09
5790,UPS SurePost,1,7.58
5791,UPS Ground,1,10.33
5792,UPS Ground,1,11.63
5793,UPS Ground,1,11.08
5794,UPS Ground,1,14.75
5795,UPS SurePost,1,7.76
5796,UPS SurePost,1,9.44
5797,UPS Ground,1,12.68
5798,UPS Ground,1,12.57
5799,UPS Ground,1,6.62
5800,UPS Ground,1,9.99
5801,UPS SurePost,1,11.57
5802,UPS Ground,1,15.01
5803,UPS SurePost,1,10.22
5804,UPS Ground,1,9.36
5805,UPS Ground,0,8.25
5806,UPS Ground,1,13.84
5807,UPS Ground,1,11.26
5808,UPS SurePost,1,7.53
5809,UPS SurePost,1,8.65
5810,UPS SurePost,1,9.54
5811,UPS Ground,1,10.94
5812,UPS Ground,1,8.44
5813,UPS SurePost,1,7.94
5814,UPS SurePost,1,6.14
5815,UPS Ground,1,11.8
5816,UPS Ground,1,9.41
5817,UPS SurePost,1,9.81
5818,UPS Ground,1,12.46
5819,UPS Ground,1,10.38
5820,UPS SurePost,1,8.8
5821,UPS Ground,1,10.34
5822,UPS SurePost,1,9.11
5823,UPS Ground,0,12.16
5824,UPS SurePost,1,9.54
5825,UPS Ground,1,9.06
5826,UPS SurePost,1,10.81
5827,UPS SurePost,1,11.13
5828,UPS SurePost,1,6.68
5829,UPS SurePost,1,11.65
5830,UPS Ground,1,10.63
5831,UPS Ground,1,10.49
5832,UPS SurePost,1,10.74
5833,UPS Ground,1,9.02
5834,UPS Ground,1,11.65
5835,UPS Ground,1,9.35
5836,UPS Ground,0,7.45
5837,UPS Ground,1,8.27
5838,UPS SurePost,1,9.98
5839,UPS SurePost,1,7.36
5840,UPS SurePost,1,11.79
5841,UPS SurePost,1,11.06
5842,UPS Ground,1,12.31
5843,UPS Ground,1,10.22
5844,UPS SurePost,1,9.45
5845,UPS Ground,1,7.93
5846,UPS Ground,1,11.72
5847,UPS SurePost,1,9.66
5848,UPS Ground,1,10.98
5849,UPS SurePost,1,11.92
5850,UPS SurePost,1,7.95
5851,UPS Ground,1,9.78
5852,UPS Ground,1,10.57
5853,UPS SurePost,1,7.38
5854,UPS SurePost,1,8.68
5855,UPS Ground,1,10.85
5856,UPS SurePost,1,8.44
5857,UPS SurePost,1,11.27
5858,UPS SurePost,1,6.38
5859,UPS Ground,1,11.94
5860,UPS SurePost,1,10.15
5861,UPS Ground,1,9.01
5862,UPS SurePost,1,7.4
5863,UPS Ground,1,6.4
5864,UPS SurePost,1,7.62
5865,UPS Ground,1,11.81
5866,UPS Ground,0,9.9
5867,UPS Ground,1,12.01
5868,UPS SurePost,1,7.93
5869,UPS SurePost,1,10.22
5870,UPS SurePost,1,7.76
5871,UPS Ground,1,8.33
5872,UPS SurePost,1,8.81
5873,UPS Ground,1,8.85
5874,UPS SurePost,1,6.33
5875,UPS Ground,1,9.68
5876,UPS Ground,1,10.18
5877,UPS Ground,1,12.2
5878,UPS SurePost,1,10.62
5879,UPS SurePost,1,11.11
5880,UPS SurePost,1,10.25
5881,UPS Ground,1,10.58
5882,UPS Ground,1,7.87
5883,UPS SurePost,1,9.26
5884,UPS SurePost,1,10.03
5885,UPS SurePost,1,11.52
5886,UPS Ground,1,11.19
